,zones,catetgory,place,within,Value
4662,Schorsmolen,Health and well-being,General Practitioner's Practice,Within 1 km,1.0
4663,Schorsmolen,Health and well-being,General Practitioner's Practice,Within 3 km,15.0
4664,Schorsmolen,Health and well-being,General Practitioner's Practice,Within 5 km,28.3
4666,Schorsmolen,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
4667,Schorsmolen,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4668,Schorsmolen,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
4670,Schorsmolen,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
4671,Schorsmolen,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
4672,Schorsmolen,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
4678,Schorsmolen,Hospitality,Cafes etc.,Within 1 km,68.4
4679,Schorsmolen,Hospitality,Cafes etc.,Within 3 km,106.3
4680,Schorsmolen,Hospitality,Cafes etc.,Within 5 km,114.8
4682,Schorsmolen,Hospitality,Cafeterias etc.,Within 1 km,61.8
4683,Schorsmolen,Hospitality,Cafeterias etc.,Within 3 km,145.4
4684,Schorsmolen,Hospitality,Cafeterias etc.,Within 5 km,173.8
4686,Schorsmolen,Hospitality,Hotels etc.,Within 10 5km,20.5
4687,Schorsmolen,Hospitality,Hotels etc.,Within 20 km,43.0
4688,Schorsmolen,Hospitality,Hotels etc.,Within 5 km,15.4
4690,Schorsmolen,Hospitality,Restaurants,Within 1 km,72.8
4691,Schorsmolen,Hospitality,Restaurants,Within 3 km,164.2
4692,Schorsmolen,Hospitality,Restaurants,Within 5 km,192.9
4694,Schorsmolen,Leisure and culture,Cinema,Within 10 km,3.0
4695,Schorsmolen,Leisure and culture,Cinema,Within 20 km,4.0
4696,Schorsmolen,Leisure and culture,Cinema,Within 5 km,2.0
4699,Schorsmolen,Leisure and culture,Museum,Within 10 km,3.0
4700,Schorsmolen,Leisure and culture,Museum,Within 20 km,10.0
4701,Schorsmolen,Leisure and culture,Museum,Within 5 km,1.0
4704,Schorsmolen,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.1
4705,Schorsmolen,Leisure and culture,Performing arts (excl. festivals),Within 20 km,7.0
4706,Schorsmolen,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
4710,Schorsmolen,Leisure and culture,Recreation,Within 10 km,5.0
4711,Schorsmolen,Leisure and culture,Recreation,Within 20 km,10.0
4712,Schorsmolen,Leisure and culture,Recreation,Within 50 km,39.1
4716,Schorsmolen,Retail,Department store,Within 10 km,7.0
4717,Schorsmolen,Retail,Department store,Within 20 km,16.0
4718,Schorsmolen,Retail,Department store,Within 5 km,4.4
4721,Schorsmolen,Retail,Grocery stores,Within 1 km,8.6
4722,Schorsmolen,Retail,Grocery stores,Within 3 km,28.6
4723,Schorsmolen,Retail,Grocery stores,Within 5 km,40.8
4724,Schorsmolen,Retail,Grocery stores,Within 1 km,34.3
4725,Schorsmolen,Retail,Grocery stores,Within 3 km,113.0
4726,Schorsmolen,Retail,Grocery stores,Within 5 km,160.6
4731,Sportpark,Childcare,Daycare centres,Within 1 km,4.1
4732,Sportpark,Childcare,Daycare centres,Within 3 km,43.4
4733,Sportpark,Childcare,Daycare centres,Within 5 km,74.4
4735,Sportpark,Childcare,Out-of-school care,Within 1 km,4.9
4736,Sportpark,Childcare,Out-of-school care,Within 3 km,35.7
4737,Sportpark,Childcare,Out-of-school care,Within 5 km,64.3
4740,Sportpark,Education,Primary education,Within 1 km,2.4
4741,Sportpark,Education,Primary education,Within 3 km,15.6
4742,Sportpark,Education,Primary education,Within 5 km,32.5
4772,Sportpark,Health and well-being,General Practitioner's Practice,Within 1 km,1.0
4773,Sportpark,Health and well-being,General Practitioner's Practice,Within 3 km,15.4
4774,Sportpark,Health and well-being,General Practitioner's Practice,Within 5 km,27.4
4776,Sportpark,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.1
4777,Sportpark,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4778,Sportpark,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
4780,Sportpark,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.1
4781,Sportpark,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
4782,Sportpark,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
4788,Sportpark,Hospitality,Cafes etc.,Within 1 km,2.9
4789,Sportpark,Hospitality,Cafes etc.,Within 3 km,101.3
4790,Sportpark,Hospitality,Cafes etc.,Within 5 km,117.9
4792,Sportpark,Hospitality,Cafeterias etc.,Within 1 km,7.8
4793,Sportpark,Hospitality,Cafeterias etc.,Within 3 km,134.5
4794,Sportpark,Hospitality,Cafeterias etc.,Within 5 km,172.2
4796,Sportpark,Hospitality,Hotels etc.,Within 10 5km,19.1
4797,Sportpark,Hospitality,Hotels etc.,Within 20 km,43.9
4798,Sportpark,Hospitality,Hotels etc.,Within 5 km,15.4
4800,Sportpark,Hospitality,Restaurants,Within 1 km,10.6
4801,Sportpark,Hospitality,Restaurants,Within 3 km,159.2
4802,Sportpark,Hospitality,Restaurants,Within 5 km,194.9
4804,Sportpark,Leisure and culture,Cinema,Within 10 km,3.0
4805,Sportpark,Leisure and culture,Cinema,Within 20 km,4.0
4806,Sportpark,Leisure and culture,Cinema,Within 5 km,3.0
4809,Sportpark,Leisure and culture,Museum,Within 10 km,2.9
4810,Sportpark,Leisure and culture,Museum,Within 20 km,9.1
4811,Sportpark,Leisure and culture,Museum,Within 5 km,1.0
4814,Sportpark,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
4815,Sportpark,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.1
4816,Sportpark,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
4820,Sportpark,Leisure and culture,Recreation,Within 10 km,5.9
4821,Sportpark,Leisure and culture,Recreation,Within 20 km,10.0
4822,Sportpark,Leisure and culture,Recreation,Within 50 km,38.2
4826,Sportpark,Retail,Department store,Within 10 km,7.0
4827,Sportpark,Retail,Department store,Within 20 km,15.1
4828,Sportpark,Retail,Department store,Within 5 km,4.0
4831,Sportpark,Retail,Grocery stores,Within 1 km,1.8
4832,Sportpark,Retail,Grocery stores,Within 3 km,28.0
4833,Sportpark,Retail,Grocery stores,Within 5 km,41.8
4834,Sportpark,Retail,Grocery stores,Within 1 km,5.2
4835,Sportpark,Retail,Grocery stores,Within 3 km,117.1
4836,Sportpark,Retail,Grocery stores,Within 5 km,166.7
4841,Station,Childcare,Daycare centres,Within 1 km,3.3
4842,Station,Childcare,Daycare centres,Within 3 km,35.7
4843,Station,Childcare,Daycare centres,Within 5 km,76.7
4845,Station,Childcare,Out-of-school care,Within 1 km,1.6
4846,Station,Childcare,Out-of-school care,Within 3 km,27.2
4847,Station,Childcare,Out-of-school care,Within 5 km,65.8
4850,Station,Education,Primary education,Within 1 km,0.9
4851,Station,Education,Primary education,Within 3 km,16.7
4852,Station,Education,Primary education,Within 5 km,31.2
4882,Station,Health and well-being,General Practitioner's Practice,Within 1 km,1.6
4883,Station,Health and well-being,General Practitioner's Practice,Within 3 km,14.4
4884,Station,Health and well-being,General Practitioner's Practice,Within 5 km,28.2
4886,Station,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.5
4887,Station,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4888,Station,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
4890,Station,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.8
4891,Station,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.3
4892,Station,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
4898,Station,Hospitality,Cafes etc.,Within 1 km,24.2
4899,Station,Hospitality,Cafes etc.,Within 3 km,100.7
4900,Station,Hospitality,Cafes etc.,Within 5 km,112.2
4902,Station,Hospitality,Cafeterias etc.,Within 1 km,29.7
4903,Station,Hospitality,Cafeterias etc.,Within 3 km,135.0
4904,Station,Hospitality,Cafeterias etc.,Within 5 km,171.5
4906,Station,Hospitality,Hotels etc.,Within 10 5km,19.9
4907,Station,Hospitality,Hotels etc.,Within 20 km,43.6
4908,Station,Hospitality,Hotels etc.,Within 5 km,15.6
4910,Station,Hospitality,Restaurants,Within 1 km,32.8
4911,Station,Hospitality,Restaurants,Within 3 km,157.0
4912,Station,Hospitality,Restaurants,Within 5 km,187.0
4914,Station,Leisure and culture,Cinema,Within 10 km,3.0
4915,Station,Leisure and culture,Cinema,Within 20 km,4.0
4916,Station,Leisure and culture,Cinema,Within 5 km,2.6
4919,Station,Leisure and culture,Museum,Within 10 km,3.3
4920,Station,Leisure and culture,Museum,Within 20 km,9.6
4921,Station,Leisure and culture,Museum,Within 5 km,1.0
4924,Station,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
4925,Station,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.7
4926,Station,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
4930,Station,Leisure and culture,Recreation,Within 10 km,5.9
4931,Station,Leisure and culture,Recreation,Within 20 km,10.0
4932,Station,Leisure and culture,Recreation,Within 50 km,42.3
4936,Station,Retail,Department store,Within 10 km,7.1
4937,Station,Retail,Department store,Within 20 km,15.3
4938,Station,Retail,Department store,Within 5 km,4.0
4941,Station,Retail,Grocery stores,Within 1 km,3.6
4942,Station,Retail,Grocery stores,Within 3 km,28.6
4943,Station,Retail,Grocery stores,Within 5 km,40.1
4944,Station,Retail,Grocery stores,Within 1 km,15.2
4945,Station,Retail,Grocery stores,Within 3 km,112.8
4946,Station,Retail,Grocery stores,Within 5 km,158.0
4951,Steenakker,Childcare,Daycare centres,Within 1 km,0.0
4952,Steenakker,Childcare,Daycare centres,Within 3 km,20.1
4953,Steenakker,Childcare,Daycare centres,Within 5 km,58.1
4955,Steenakker,Childcare,Out-of-school care,Within 1 km,0.0
4956,Steenakker,Childcare,Out-of-school care,Within 3 km,16.2
4957,Steenakker,Childcare,Out-of-school care,Within 5 km,49.5
4960,Steenakker,Education,Primary education,Within 1 km,0.0
4961,Steenakker,Education,Primary education,Within 3 km,7.0
4962,Steenakker,Education,Primary education,Within 5 km,23.3
4992,Steenakker,Health and well-being,General Practitioner's Practice,Within 1 km,0.0
4993,Steenakker,Health and well-being,General Practitioner's Practice,Within 3 km,7.4
4994,Steenakker,Health and well-being,General Practitioner's Practice,Within 5 km,20.6
4996,Steenakker,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
4997,Steenakker,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
4998,Steenakker,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.5
5000,Steenakker,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
5001,Steenakker,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
5002,Steenakker,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.5
5008,Steenakker,Hospitality,Cafes etc.,Within 1 km,1.4
5009,Steenakker,Hospitality,Cafes etc.,Within 3 km,49.8
5010,Steenakker,Hospitality,Cafes etc.,Within 5 km,101.0
5012,Steenakker,Hospitality,Cafeterias etc.,Within 1 km,1.6
5013,Steenakker,Hospitality,Cafeterias etc.,Within 3 km,67.4
5014,Steenakker,Hospitality,Cafeterias etc.,Within 5 km,135.4
5016,Steenakker,Hospitality,Hotels etc.,Within 10 5km,21.0
5017,Steenakker,Hospitality,Hotels etc.,Within 20 km,41.1
5018,Steenakker,Hospitality,Hotels etc.,Within 5 km,11.4
5020,Steenakker,Hospitality,Restaurants,Within 1 km,1.0
5021,Steenakker,Hospitality,Restaurants,Within 3 km,74.6
5022,Steenakker,Hospitality,Restaurants,Within 5 km,148.7
5024,Steenakker,Leisure and culture,Cinema,Within 10 km,3.5
5025,Steenakker,Leisure and culture,Cinema,Within 20 km,4.0
5026,Steenakker,Leisure and culture,Cinema,Within 5 km,1.1
5029,Steenakker,Leisure and culture,Museum,Within 10 km,3.5
5030,Steenakker,Leisure and culture,Museum,Within 20 km,10.1
5031,Steenakker,Leisure and culture,Museum,Within 5 km,0.6
5034,Steenakker,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.5
5035,Steenakker,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.6
5036,Steenakker,Leisure and culture,Performing arts (excl. festivals),Within 5 km,1.2
5040,Steenakker,Leisure and culture,Recreation,Within 10 km,5.0
5041,Steenakker,Leisure and culture,Recreation,Within 20 km,10.0
5042,Steenakker,Leisure and culture,Recreation,Within 50 km,38.6
5046,Steenakker,Retail,Department store,Within 10 km,6.4
5047,Steenakker,Retail,Department store,Within 20 km,15.0
5048,Steenakker,Retail,Department store,Within 5 km,4.6
5051,Steenakker,Retail,Grocery stores,Within 1 km,0.5
5052,Steenakker,Retail,Grocery stores,Within 3 km,13.5
5053,Steenakker,Retail,Grocery stores,Within 5 km,33.7
5054,Steenakker,Retail,Grocery stores,Within 1 km,1.3
5055,Steenakker,Retail,Grocery stores,Within 3 km,46.8
5056,Steenakker,Retail,Grocery stores,Within 5 km,124.4
5061,Teteringen,Childcare,Daycare centres,Within 1 km,2.8
5062,Teteringen,Childcare,Daycare centres,Within 3 km,14.7
5063,Teteringen,Childcare,Daycare centres,Within 5 km,43.5
5065,Teteringen,Childcare,Out-of-school care,Within 1 km,2.7
5066,Teteringen,Childcare,Out-of-school care,Within 3 km,11.5
5067,Teteringen,Childcare,Out-of-school care,Within 5 km,35.3
5070,Teteringen,Education,Primary education,Within 1 km,1.3
5071,Teteringen,Education,Primary education,Within 3 km,7.2
5072,Teteringen,Education,Primary education,Within 5 km,22.2
5102,Teteringen,Health and well-being,General Practitioner's Practice,Within 1 km,0.7
5103,Teteringen,Health and well-being,General Practitioner's Practice,Within 3 km,4.4
5104,Teteringen,Health and well-being,General Practitioner's Practice,Within 5 km,17.5
5106,Teteringen,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,3.0
5107,Teteringen,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5108,Teteringen,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.0
5110,Teteringen,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
5111,Teteringen,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5112,Teteringen,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.0
5118,Teteringen,Hospitality,Cafes etc.,Within 1 km,0.7
5119,Teteringen,Hospitality,Cafes etc.,Within 3 km,1.9
5120,Teteringen,Hospitality,Cafes etc.,Within 5 km,66.1
5122,Teteringen,Hospitality,Cafeterias etc.,Within 1 km,1.2
5123,Teteringen,Hospitality,Cafeterias etc.,Within 3 km,8.3
5124,Teteringen,Hospitality,Cafeterias etc.,Within 5 km,103.6
5126,Teteringen,Hospitality,Hotels etc.,Within 10 5km,20.2
5127,Teteringen,Hospitality,Hotels etc.,Within 20 km,44.2
5128,Teteringen,Hospitality,Hotels etc.,Within 5 km,9.4
5130,Teteringen,Hospitality,Restaurants,Within 1 km,1.3
5131,Teteringen,Hospitality,Restaurants,Within 3 km,11.8
5132,Teteringen,Hospitality,Restaurants,Within 5 km,118.0
5134,Teteringen,Leisure and culture,Cinema,Within 10 km,3.0
5135,Teteringen,Leisure and culture,Cinema,Within 20 km,4.0
5136,Teteringen,Leisure and culture,Cinema,Within 5 km,2.5
5139,Teteringen,Leisure and culture,Museum,Within 10 km,3.3
5140,Teteringen,Leisure and culture,Museum,Within 20 km,7.2
5141,Teteringen,Leisure and culture,Museum,Within 5 km,1.9
5144,Teteringen,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
5145,Teteringen,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.7
5146,Teteringen,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.5
5150,Teteringen,Leisure and culture,Recreation,Within 10 km,6.0
5151,Teteringen,Leisure and culture,Recreation,Within 20 km,9.3
5152,Teteringen,Leisure and culture,Recreation,Within 50 km,36.9
5156,Teteringen,Retail,Department store,Within 10 km,8.4
5157,Teteringen,Retail,Department store,Within 20 km,15.4
5158,Teteringen,Retail,Department store,Within 5 km,2.2
5161,Teteringen,Retail,Grocery stores,Within 1 km,0.5
5162,Teteringen,Retail,Grocery stores,Within 3 km,3.7
5163,Teteringen,Retail,Grocery stores,Within 5 km,23.0
5164,Teteringen,Retail,Grocery stores,Within 1 km,2.1
5165,Teteringen,Retail,Grocery stores,Within 3 km,15.9
5166,Teteringen,Retail,Grocery stores,Within 5 km,92.6
5171,Tuinzigt,Childcare,Daycare centres,Within 1 km,4.0
5172,Tuinzigt,Childcare,Daycare centres,Within 3 km,33.7
5173,Tuinzigt,Childcare,Daycare centres,Within 5 km,73.0
5175,Tuinzigt,Childcare,Out-of-school care,Within 1 km,2.6
5176,Tuinzigt,Childcare,Out-of-school care,Within 3 km,29.0
5177,Tuinzigt,Childcare,Out-of-school care,Within 5 km,62.4
5180,Tuinzigt,Education,Primary education,Within 1 km,1.3
5181,Tuinzigt,Education,Primary education,Within 3 km,12.2
5182,Tuinzigt,Education,Primary education,Within 5 km,29.4
5212,Tuinzigt,Health and well-being,General Practitioner's Practice,Within 1 km,1.7
5213,Tuinzigt,Health and well-being,General Practitioner's Practice,Within 3 km,12.0
5214,Tuinzigt,Health and well-being,General Practitioner's Practice,Within 5 km,26.8
5216,Tuinzigt,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
5217,Tuinzigt,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5218,Tuinzigt,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
5220,Tuinzigt,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
5221,Tuinzigt,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
5222,Tuinzigt,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
5228,Tuinzigt,Hospitality,Cafes etc.,Within 1 km,12.6
5229,Tuinzigt,Hospitality,Cafes etc.,Within 3 km,102.4
5230,Tuinzigt,Hospitality,Cafes etc.,Within 5 km,116.7
5232,Tuinzigt,Hospitality,Cafeterias etc.,Within 1 km,14.5
5233,Tuinzigt,Hospitality,Cafeterias etc.,Within 3 km,138.1
5234,Tuinzigt,Hospitality,Cafeterias etc.,Within 5 km,172.2
5236,Tuinzigt,Hospitality,Hotels etc.,Within 10 5km,20.9
5237,Tuinzigt,Hospitality,Hotels etc.,Within 20 km,42.2
5238,Tuinzigt,Hospitality,Hotels etc.,Within 5 km,15.0
5240,Tuinzigt,Hospitality,Restaurants,Within 1 km,14.0
5241,Tuinzigt,Hospitality,Restaurants,Within 3 km,152.9
5242,Tuinzigt,Hospitality,Restaurants,Within 5 km,191.8
5244,Tuinzigt,Leisure and culture,Cinema,Within 10 km,3.8
5245,Tuinzigt,Leisure and culture,Cinema,Within 20 km,4.0
5246,Tuinzigt,Leisure and culture,Cinema,Within 5 km,2.0
5249,Tuinzigt,Leisure and culture,Museum,Within 10 km,3.8
5250,Tuinzigt,Leisure and culture,Museum,Within 20 km,10.0
5251,Tuinzigt,Leisure and culture,Museum,Within 5 km,1.0
5254,Tuinzigt,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.9
5255,Tuinzigt,Leisure and culture,Performing arts (excl. festivals),Within 20 km,7.0
5256,Tuinzigt,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
5260,Tuinzigt,Leisure and culture,Recreation,Within 10 km,5.1
5261,Tuinzigt,Leisure and culture,Recreation,Within 20 km,10.0
5262,Tuinzigt,Leisure and culture,Recreation,Within 50 km,38.6
5266,Tuinzigt,Retail,Department store,Within 10 km,6.7
5267,Tuinzigt,Retail,Department store,Within 20 km,15.9
5268,Tuinzigt,Retail,Department store,Within 5 km,4.9
5271,Tuinzigt,Retail,Grocery stores,Within 1 km,4.5
5272,Tuinzigt,Retail,Grocery stores,Within 3 km,25.8
5273,Tuinzigt,Retail,Grocery stores,Within 5 km,41.7
5274,Tuinzigt,Retail,Grocery stores,Within 1 km,14.3
5275,Tuinzigt,Retail,Grocery stores,Within 3 km,96.5
5276,Tuinzigt,Retail,Grocery stores,Within 5 km,160.6
5281,Ulvenhout,Childcare,Daycare centres,Within 1 km,2.6
5282,Ulvenhout,Childcare,Daycare centres,Within 3 km,8.2
5283,Ulvenhout,Childcare,Daycare centres,Within 5 km,31.1
5285,Ulvenhout,Childcare,Out-of-school care,Within 1 km,2.6
5286,Ulvenhout,Childcare,Out-of-school care,Within 3 km,9.1
5287,Ulvenhout,Childcare,Out-of-school care,Within 5 km,30.1
5290,Ulvenhout,Education,Primary education,Within 1 km,1.6
5291,Ulvenhout,Education,Primary education,Within 3 km,2.8
5292,Ulvenhout,Education,Primary education,Within 5 km,12.6
5322,Ulvenhout,Health and well-being,General Practitioner's Practice,Within 1 km,0.6
5323,Ulvenhout,Health and well-being,General Practitioner's Practice,Within 3 km,2.2
5324,Ulvenhout,Health and well-being,General Practitioner's Practice,Within 5 km,9.2
5326,Ulvenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
5327,Ulvenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5328,Ulvenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.0
5330,Ulvenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.0
5331,Ulvenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5332,Ulvenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.0
5338,Ulvenhout,Hospitality,Cafes etc.,Within 1 km,0.9
5339,Ulvenhout,Hospitality,Cafes etc.,Within 3 km,4.3
5340,Ulvenhout,Hospitality,Cafes etc.,Within 5 km,28.1
5342,Ulvenhout,Hospitality,Cafeterias etc.,Within 1 km,2.6
5343,Ulvenhout,Hospitality,Cafeterias etc.,Within 3 km,8.3
5344,Ulvenhout,Hospitality,Cafeterias etc.,Within 5 km,46.7
5346,Ulvenhout,Hospitality,Hotels etc.,Within 10 5km,17.7
5347,Ulvenhout,Hospitality,Hotels etc.,Within 20 km,37.8
5348,Ulvenhout,Hospitality,Hotels etc.,Within 5 km,3.7
5350,Ulvenhout,Hospitality,Restaurants,Within 1 km,4.6
5351,Ulvenhout,Hospitality,Restaurants,Within 3 km,12.7
5352,Ulvenhout,Hospitality,Restaurants,Within 5 km,66.9
5354,Ulvenhout,Leisure and culture,Cinema,Within 10 km,3.0
5355,Ulvenhout,Leisure and culture,Cinema,Within 20 km,4.0
5356,Ulvenhout,Leisure and culture,Cinema,Within 5 km,0.3
5359,Ulvenhout,Leisure and culture,Museum,Within 10 km,1.0
5360,Ulvenhout,Leisure and culture,Museum,Within 20 km,7.0
5361,Ulvenhout,Leisure and culture,Museum,Within 5 km,0.1
5364,Ulvenhout,Leisure and culture,Performing arts (excl. festivals),Within 10 km,2.0
5365,Ulvenhout,Leisure and culture,Performing arts (excl. festivals),Within 20 km,5.0
5366,Ulvenhout,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.8
5370,Ulvenhout,Leisure and culture,Recreation,Within 10 km,6.5
5371,Ulvenhout,Leisure and culture,Recreation,Within 20 km,7.2
5372,Ulvenhout,Leisure and culture,Recreation,Within 50 km,32.1
5376,Ulvenhout,Retail,Department store,Within 10 km,4.4
5377,Ulvenhout,Retail,Department store,Within 20 km,14.8
5378,Ulvenhout,Retail,Department store,Within 5 km,1.6
5381,Ulvenhout,Retail,Grocery stores,Within 1 km,1.0
5382,Ulvenhout,Retail,Grocery stores,Within 3 km,4.2
5383,Ulvenhout,Retail,Grocery stores,Within 5 km,14.5
5384,Ulvenhout,Retail,Grocery stores,Within 1 km,2.8
5385,Ulvenhout,Retail,Grocery stores,Within 3 km,11.0
5386,Ulvenhout,Retail,Grocery stores,Within 5 km,59.2
5391,Valkenberg,Childcare,Daycare centres,Within 1 km,2.9
5392,Valkenberg,Childcare,Daycare centres,Within 3 km,41.3
5393,Valkenberg,Childcare,Daycare centres,Within 5 km,76.3
5395,Valkenberg,Childcare,Out-of-school care,Within 1 km,1.9
5396,Valkenberg,Childcare,Out-of-school care,Within 3 km,33.8
5397,Valkenberg,Childcare,Out-of-school care,Within 5 km,66.3
5400,Valkenberg,Education,Primary education,Within 1 km,0.9
5401,Valkenberg,Education,Primary education,Within 3 km,19.1
5402,Valkenberg,Education,Primary education,Within 5 km,31.9
5432,Valkenberg,Health and well-being,General Practitioner's Practice,Within 1 km,1.4
5433,Valkenberg,Health and well-being,General Practitioner's Practice,Within 3 km,17.7
5434,Valkenberg,Health and well-being,General Practitioner's Practice,Within 5 km,28.9
5436,Valkenberg,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.6
5437,Valkenberg,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5438,Valkenberg,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
5440,Valkenberg,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
5441,Valkenberg,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5442,Valkenberg,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
5448,Valkenberg,Hospitality,Cafes etc.,Within 1 km,61.7
5449,Valkenberg,Hospitality,Cafes etc.,Within 3 km,104.5
5450,Valkenberg,Hospitality,Cafes etc.,Within 5 km,114.6
5452,Valkenberg,Hospitality,Cafeterias etc.,Within 1 km,63.9
5453,Valkenberg,Hospitality,Cafeterias etc.,Within 3 km,141.1
5454,Valkenberg,Hospitality,Cafeterias etc.,Within 5 km,173.2
5456,Valkenberg,Hospitality,Hotels etc.,Within 10 5km,19.9
5457,Valkenberg,Hospitality,Hotels etc.,Within 20 km,43.7
5458,Valkenberg,Hospitality,Hotels etc.,Within 5 km,15.7
5460,Valkenberg,Hospitality,Restaurants,Within 1 km,72.9
5461,Valkenberg,Hospitality,Restaurants,Within 3 km,163.3
5462,Valkenberg,Hospitality,Restaurants,Within 5 km,191.2
5464,Valkenberg,Leisure and culture,Cinema,Within 10 km,3.0
5465,Valkenberg,Leisure and culture,Cinema,Within 20 km,4.0
5466,Valkenberg,Leisure and culture,Cinema,Within 5 km,3.0
5469,Valkenberg,Leisure and culture,Museum,Within 10 km,3.0
5470,Valkenberg,Leisure and culture,Museum,Within 20 km,9.6
5471,Valkenberg,Leisure and culture,Museum,Within 5 km,1.0
5474,Valkenberg,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
5475,Valkenberg,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.8
5476,Valkenberg,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
5480,Valkenberg,Leisure and culture,Recreation,Within 10 km,6.0
5481,Valkenberg,Leisure and culture,Recreation,Within 20 km,10.0
5482,Valkenberg,Leisure and culture,Recreation,Within 50 km,42.2
5486,Valkenberg,Retail,Department store,Within 10 km,7.0
5487,Valkenberg,Retail,Department store,Within 20 km,15.0
5488,Valkenberg,Retail,Department store,Within 5 km,4.0
5491,Valkenberg,Retail,Grocery stores,Within 1 km,4.7
5492,Valkenberg,Retail,Grocery stores,Within 3 km,30.2
5493,Valkenberg,Retail,Grocery stores,Within 5 km,40.2
5494,Valkenberg,Retail,Grocery stores,Within 1 km,26.7
5495,Valkenberg,Retail,Grocery stores,Within 3 km,124.1
5496,Valkenberg,Retail,Grocery stores,Within 5 km,159.8
5501,Vuchtpolder,Childcare,Daycare centres,Within 1 km,0.3
5502,Vuchtpolder,Childcare,Daycare centres,Within 3 km,3.5
